Number,	Size,	Chunk Offset,	File,	SHA-256 Hash
172,	2000 B,	1880688,	Pizigani_1367_Chart_1MB (1).jpg,	c702a3efbdd90773c4c8b4464559462b5736921d917865237a2781e6d5b35c7f
173,	2000 B,	1882688,	Pizigani_1367_Chart_1MB (1).jpg,	c65058db383a061b2f5f0d22082262e1a8ecba517a6eb851ffafdd9b159b10f0
174,	2000 B,	1884688,	Pizigani_1367_Chart_1MB (1).jpg,	3e8fb55d2d240078dd8c9547bb43e26728acfe057859a96f728c9cea20be505b
175,	2000 B,	1886688,	Pizigani_1367_Chart_1MB (1).jpg,	f5045b643e9d9587a978d0f7fca5f32a9cc2e268eaf0a7b29a144c0a7455584f
176,	2000 B,	1888688,	Pizigani_1367_Chart_1MB (1).jpg,	81e14b968ebb8085ce50a2b9908ec47806d763f0f7c3011832c27c4ebe1df908
177,	2000 B,	1890688,	Pizigani_1367_Chart_1MB (1).jpg,	17230aeab6010e6606d4afabcbd9c0a122131a35e32ff0464f71a83c8e307b44
178,	2000 B,	1892688,	Pizigani_1367_Chart_1MB (1).jpg,	4f50da7fccb49da099765b4b5c97e58e72af86bddbe0e4b34f9556d461eaf078
179,	2000 B,	1894688,	Pizigani_1367_Chart_1MB (1).jpg,	c4db8a7075e79141decf20fb604a146a11d1256743caa0ee6569e443dc64c5e8
180,	2000 B,	1896688,	Pizigani_1367_Chart_1MB (1).jpg,	48612084620c90a6f5430215eef40b6bf7e17227ddd153edea4b6ab3fe0048bb
181,	2000 B,	1898688,	Pizigani_1367_Chart_1MB (1).jpg,	230ceb2b23e1a50600e7e5bcaf48489f65617f90d23c0061186b8c10d44e459e
182,	2000 B,	1900688,	Pizigani_1367_Chart_1MB (1).jpg,	06f26faef9731132e485278605a45065afdf7fd12cd7750942ec3fc00b44cc5d
183,	2000 B,	1902688,	Pizigani_1367_Chart_1MB (1).jpg,	54692cb0e4bf9cb2bfc03ddb96720f9f519d089b5f89a489e1fa3a22e5671759
184,	2000 B,	1904688,	Pizigani_1367_Chart_1MB (1).jpg,	3a0c2e8f824cccec4cb3e8c30c35b63c86f11491f54b0625350c7867016382bf
185,	2000 B,	1906688,	Pizigani_1367_Chart_1MB (1).jpg,	951885c173d3c4fb8149ac83b44afcb9c8bd42f14bad0f3074bd4e0ff598c2fe
186,	2000 B,	1908688,	Pizigani_1367_Chart_1MB (1).jpg,	ca2e895c30b1f572397ab1aa7d40969508f83e200f951878fe52f117458638bd
187,	2000 B,	1910688,	Pizigani_1367_Chart_1MB (1).jpg,	1aa49cc3ca550a8fb40c1a459abd0ed01817b2ac6e95e36c005532721d9d9eeb
188,	2000 B,	1912688,	Pizigani_1367_Chart_1MB (1).jpg,	4b934326e83478da70b205cf0e61f0bbc6c3d9186cc733c6f8eb9d441643c5c1
189,	2000 B,	1914688,	Pizigani_1367_Chart_1MB (1).jpg,	9ae55e31fb8591f9cb087a1735e496de4f658ad6cb71d52a87ad4cf96b64bb71
190,	2000 B,	1916688,	Pizigani_1367_Chart_1MB (1).jpg,	8e227542ab8ac0a404a0533e353255c2076da3dc1ba0a4958031233ac914fdee
191,	2000 B,	1918688,	Pizigani_1367_Chart_1MB (1).jpg,	2ea4f9efbf85f79a0928027d053d99fabb1ce9628940cb206edacc5ba9718076
192,	2000 B,	1920688,	Pizigani_1367_Chart_1MB (1).jpg,	86b282278849ed87afd4c6ba958ce9b7bb49bc460f4e1dbc6b6fce5180cfa1b0
193,	2000 B,	1922688,	Pizigani_1367_Chart_1MB (1).jpg,	2fe03136a7d88c00a3991a3b66efa1a5e5319d279eb1dbc230cccc478247722e
194,	2000 B,	1924688,	Pizigani_1367_Chart_1MB (1).jpg,	8063cb8c534256d80fc88fcc7c78c2042638b210ddccb1097c8f4ea61d75f963
195,	2000 B,	1926688,	Pizigani_1367_Chart_1MB (1).jpg,	0388c2005e6d3712ea474422575bd7763fa9bdd3cf52cd8f0c9c19207b02b397
196,	2000 B,	1928688,	Pizigani_1367_Chart_1MB (1).jpg,	5e13b8412699b27b9e86e4b83e3b4d62cf1e1e8840b78574dade8d53deec7810
197,	2000 B,	1930688,	Pizigani_1367_Chart_1MB (1).jpg,	36b7f9589d378873ab5dc40bc5659b1d2d269a5863b5f3338e01827ca83b2c37
198,	2000 B,	1932688,	Pizigani_1367_Chart_1MB (1).jpg,	6907ebc84f6efba6a3af59e9ee25919d1b3d18f0a57046ea3b7109f25972e4ef
199,	2000 B,	1934688,	Pizigani_1367_Chart_1MB (1).jpg,	4e630fefae54ea2cb6ed992604ed9a69d8090d79ce6e1b7346f7a326179ce93a
200,	2000 B,	1936688,	Pizigani_1367_Chart_1MB (1).jpg,	c8f1e79c9a9cad01b723efc8b3a7ac2db6c550c8a4e2083cdd7e5e0bd6afbe99
201,	2000 B,	1938688,	Pizigani_1367_Chart_1MB (1).jpg,	b23f99798dbfe520d3f071dc2796eb2838ae8abf03e35becea129c0489839e6a
202,	2000 B,	1940688,	Pizigani_1367_Chart_1MB (1).jpg,	6c20e1ea58731eca7ebdc3e02d17612833d06bd3968a2c74b4593bdb77c28699
203,	2000 B,	1942688,	Pizigani_1367_Chart_1MB (1).jpg,	18a356e6f73292e3d22028eebb889fa3eb9400a0d0f11231649e5727febb8f56
204,	2000 B,	1944688,	Pizigani_1367_Chart_1MB (1).jpg,	e133c6b7774e82ff1e6cf139ea3049bae291b3df0e7344e5c5fc6bd645e2f47b
205,	2000 B,	1946688,	Pizigani_1367_Chart_1MB (1).jpg,	1d1b31f39548fdf455ad7656588be5f92cbaf16ab5f737d0cc7759ee5303c059
206,	2000 B,	1948688,	Pizigani_1367_Chart_1MB (1).jpg,	41b906b30dc45430b1a6204d755db8f6c42950d21030b24af9178c4ef080b9da
207,	2000 B,	1950688,	Pizigani_1367_Chart_1MB (1).jpg,	8ef3015fe81e1a67ec4e6040655f37fc2aef5ab1c88448baa971e04699185249
208,	2000 B,	1952688,	Pizigani_1367_Chart_1MB (1).jpg,	7054d598cd449a097de028f5964919854e67c98f331a6a30d556c9cfaaeaa14a
209,	2000 B,	1954688,	Pizigani_1367_Chart_1MB (1).jpg,	1e5bee4a350ec6404b053537ce109156b56646be3b321433d13647784e9489f6
210,	2000 B,	1956688,	Pizigani_1367_Chart_1MB (1).jpg,	7632de0fe850aca857893777a61fcb27487801be2806fb388c01d2616068c6f8
211,	2000 B,	1958688,	Pizigani_1367_Chart_1MB (1).jpg,	a41e087dfbd0afb94ae0cc0c47a7deab7f5e05459311ecf049e4a4da05265bd6
212,	2000 B,	1960688,	Pizigani_1367_Chart_1MB (1).jpg,	91182198cfe5b2ea550ed3c98856eeea757eb9635eb486650a3cb490ed712a98
213,	2000 B,	1962688,	Pizigani_1367_Chart_1MB (1).jpg,	21f98c6b1582dfa0d4232223afb46b41437e87f9bd64a6cb6c44dcae05e976c1
214,	2000 B,	1964688,	Pizigani_1367_Chart_1MB (1).jpg,	f4ec681e4c95e3ddb9c48b3515aed54aad4af5d450d2aed42e1b5c19a12d7400
215,	2000 B,	1966688,	Pizigani_1367_Chart_1MB (1).jpg,	9a275b5ce2b58a35d1603d127ee41c5b6dd4b6dfd78836856c05968c03304ffd
216,	2000 B,	1968688,	Pizigani_1367_Chart_1MB (1).jpg,	db4cf2e2b25dcb6790c2bfd0f3a357596a011f1339ea9a7edc64ce9888513e38
217,	2000 B,	1970688,	Pizigani_1367_Chart_1MB (1).jpg,	e4a6087d120cb753bb0aa86e1ae589af3ef2e3c9c1a30be6db2ac6caf120dc7b
218,	2000 B,	1972688,	Pizigani_1367_Chart_1MB (1).jpg,	62fa4c59870e6d89e44a6367a362e8390432d937d9934348edc7546a091ad85c
219,	2000 B,	1974688,	Pizigani_1367_Chart_1MB (1).jpg,	183fd4ac44fc706ae1c5c220c01c152558a33335e32db960026f568bb305e004
220,	2000 B,	1976688,	Pizigani_1367_Chart_1MB (1).jpg,	03435a888771d1307974bb8ae022a38175911462a862e206c6e92fc4c85cc4ed
221,	2000 B,	1978688,	Pizigani_1367_Chart_1MB (1).jpg,	2bf539c19db202bc07fbbed228e353f95cb41210ad973090368423bf22511941
222,	2000 B,	1980688,	Pizigani_1367_Chart_1MB (1).jpg,	fdf791b506fac8fda9d1b9bffcd9f8a16d1322b4e2dc90adea555ad34634ce61
223,	2000 B,	1982688,	Pizigani_1367_Chart_1MB (1).jpg,	39040913e9ca8422edf373aa73a3202ca45b598b41b89a74ec474868502189fd
224,	2000 B,	1984688,	Pizigani_1367_Chart_1MB (1).jpg,	c5b246039f58460f751c183f3b2a207aad999c79d60f0a2816ea3946475bfd39
225,	2000 B,	1986688,	Pizigani_1367_Chart_1MB (1).jpg,	b91689e7243b22a68db026989f37719c5cf12329841bbb8a39ef67c421c9e496
226,	2000 B,	1988688,	Pizigani_1367_Chart_1MB (1).jpg,	f9d24dc600c6e5548d7f98cfeb1f57ad2659489fb300aa560be88e73fecd1e3a
227,	2000 B,	1990688,	Pizigani_1367_Chart_1MB (1).jpg,	bf6703c1066747e499f7f12527699fe8430b0e7e6ae0ec1465a719a0101d1d2e
228,	2000 B,	1992688,	Pizigani_1367_Chart_1MB (1).jpg,	d6f9007848d8bc1ba47a1924a5bd774b7b595abadc703d999544050a155aa7a0
229,	2000 B,	1994688,	Pizigani_1367_Chart_1MB (1).jpg,	2b7be5d7b802bcec24d559c089221f76f5eac5645a3c2a1216a87bfb44fa3832
230,	2000 B,	1996688,	Pizigani_1367_Chart_1MB (1).jpg,	fa7b7ac2ded4b9306570bf6f0d2d43715dfaa351d236adabbcaa813968039725
231,	2000 B,	1998688,	Pizigani_1367_Chart_1MB (1).jpg,	87ce9ea357502b181b4b91bea57066b2639344210710e13e891c61fff7720b92
232,	2000 B,	2000688,	Pizigani_1367_Chart_1MB (1).jpg,	e81ba5a6b2441350a8c1684733e3f556d1c635ab13d2f9839fda17255bc27db9
233,	2000 B,	2002688,	Pizigani_1367_Chart_1MB (1).jpg,	ade0bb830a84e96a9bdf4538cfe931dad4190141bbcf90f0013865fe6a956388
234,	2000 B,	2004688,	Pizigani_1367_Chart_1MB (1).jpg,	a07071af1bb0d650e9b7bc936c39dd0dfd3048c39b95406231c8529ceec4b1e5
235,	2000 B,	2006688,	Pizigani_1367_Chart_1MB (1).jpg,	740aebdadc99f4814b7eefdc5f9c70a75fd68787f11c23267a9c0b8d78fff28d
236,	2000 B,	2008688,	Pizigani_1367_Chart_1MB (1).jpg,	685cc2f4bbb8258a80d232d6772decf89d104b82292b466e3f31ab6004b2f8f5
237,	2000 B,	2010688,	Pizigani_1367_Chart_1MB (1).jpg,	29dcf9121230efd30a542b87e377c861f706573cd8654e1615468be22c5c56ff
238,	2000 B,	2012688,	Pizigani_1367_Chart_1MB (1).jpg,	a94805c76c96453f5d56a3eb98585d06beb26d4bee653f1d66b2ee39164a3729
239,	2000 B,	2014688,	Pizigani_1367_Chart_1MB (1).jpg,	4d7abcc4ea9e489eacfbd39d63dc7ba6714bb9cba6533d2f8b1ba3b1a07b2f3d
240,	2000 B,	2016688,	Pizigani_1367_Chart_1MB (1).jpg,	bcb83a432a82fe79b0d914546af49669ae736e7fa64d93e4c4572cff89db545e
241,	2000 B,	2018688,	Pizigani_1367_Chart_1MB (1).jpg,	fe21a839c36732164ba9358acc48ed25587c08b714c58ebd28d6736b17ebefdc
242,	2000 B,	2020688,	Pizigani_1367_Chart_1MB (1).jpg,	1fa2b3851a5381bcca03ef2eb9643e7ad20a1a00c8433577661879949b997f33
243,	2000 B,	2022688,	Pizigani_1367_Chart_1MB (1).jpg,	9471a7816ff6686619e15d9fa82eb717d02cac28dabfa2e4dd9cc81d9dfa82c2
244,	2000 B,	2024688,	Pizigani_1367_Chart_1MB (1).jpg,	13c1776fa405f3d3dc0c69e6633ef88cc61747d84d03cdd8d2b4b75ad43d2853
245,	2000 B,	2026688,	Pizigani_1367_Chart_1MB (1).jpg,	c8a90e4fbd06364d37f1b3f5d87473ee86f564e7798b3c032f5316f109b5ea41
246,	2000 B,	2028688,	Pizigani_1367_Chart_1MB (1).jpg,	39b4bd9a2c2648e36af186c1ef58a5e80b9cd8c12b25ed539f6ab877d093a37a
247,	2000 B,	2030688,	Pizigani_1367_Chart_1MB (1).jpg,	9275caf704e8de30cb19211f52a315d3c820896b29b6f35e684b7d7949af54cb
248,	2000 B,	2032688,	Pizigani_1367_Chart_1MB (1).jpg,	1f8c677ef05fe15ec3d5a0509fdfa2707f8ab56107060255ee36c64855d4dcd5
249,	2000 B,	2034688,	Pizigani_1367_Chart_1MB (1).jpg,	71c05cc8919f8e554f5308460d46c169ad77507a341fdf3fbd7e4dbb78ff5963
250,	2000 B,	2036688,	Pizigani_1367_Chart_1MB (1).jpg,	9ed6c9f54223efc3723040ed72f830674dd1c5c3f7d0e4dc63da4d0096f3323b
251,	2000 B,	2038688,	Pizigani_1367_Chart_1MB (1).jpg,	a32392e8f78a8155487ddddfa1f0bad3baaef81e108cc8d05062288b6215c491
252,	2000 B,	2040688,	Pizigani_1367_Chart_1MB (1).jpg,	26f0c375b2f745d45b2a9eb5bacc559e7ff1838d4ad3eadb98e25cb0cbc3556d
253,	2000 B,	2042688,	Pizigani_1367_Chart_1MB (1).jpg,	588c5d0c0e65ee42dfe4d432dd8d0173a1c90d018d3e7c5cd02d03cd36487718
254,	2000 B,	2044688,	Pizigani_1367_Chart_1MB (1).jpg,	d415ca3dcb566128c162d500ce3c109afba5b7feda1d1dc196a6af7a7af289a0
255,	2000 B,	2046688,	Pizigani_1367_Chart_1MB (1).jpg,	73dd34776fe9bc33026c4f7e9f6345379d8fd999d849e5f578d68b4f562e973f
256,	2000 B,	2048688,	Pizigani_1367_Chart_1MB (1).jpg,	fbe4068ee4bcf8f1fe90bdd3559d5934fbc317718bcf605421e43d0398499d17
257,	2000 B,	2050688,	Pizigani_1367_Chart_1MB (1).jpg,	92a57256f530cad64aadb84c6523b10fe57be763ecbcaa012e74c94d56730e6a
258,	2000 B,	2052688,	Pizigani_1367_Chart_1MB (1).jpg,	f3b33d18fd59ba68458dee5ad882d9fcb58cd2dd5d16fe924e04644af5a8d3e1
259,	2000 B,	2054688,	Pizigani_1367_Chart_1MB (1).jpg,	0c4a76d162d681abfd697dd601442ff3b0c82d9fc7541dbca1fd63dfda4180b2
260,	2000 B,	2056688,	Pizigani_1367_Chart_1MB (1).jpg,	08e1a67a122b8e6fc8e512a2ca1519c09934c5b4bb2c0578bcbf84ae08cabe35
261,	2000 B,	2058688,	Pizigani_1367_Chart_1MB (1).jpg,	b5db0dbf942f21e034883be066d1861adb25e39f7b695165e51ddfcc25b0c86f
262,	2000 B,	2060688,	Pizigani_1367_Chart_1MB (1).jpg,	c5980eda2094324bd6a9b57fc706ce2ecc396ea8ea493a889169c4b8b1a2a493
263,	2000 B,	2062688,	Pizigani_1367_Chart_1MB (1).jpg,	17a827360d112a6f4499fc9ced08376368a94d2849a130db575eaab107b8408c
264,	2000 B,	2064688,	Pizigani_1367_Chart_1MB (1).jpg,	20ceb0e35aeaeaef041d4be0c970127fd45c476322a426c2382da445b14f6a26
265,	2000 B,	2066688,	Pizigani_1367_Chart_1MB (1).jpg,	538dc9a5a15a912f0a6f89f9109f854c2bcf4e9d30dcb0b4dc5014cf9ed29a06
266,	2000 B,	2068688,	Pizigani_1367_Chart_1MB (1).jpg,	12450f96c904ceb9c9ae20fd71f2d0ce1f050825c3548cbcba293022cfe8002c
267,	2000 B,	2070688,	Pizigani_1367_Chart_1MB (1).jpg,	ad23b6857535a6b3bfcce004d0e813d98074a0df605d6e17b07297399b2d6811
268,	2000 B,	2072688,	Pizigani_1367_Chart_1MB (1).jpg,	5b6840e4c56a64d807e85eb18428dc80c6e16f7b316f27881c72c625d72c657d
269,	2000 B,	2074688,	Pizigani_1367_Chart_1MB (1).jpg,	0326083043c21e4bca8086097c656c829f999bb21346f6f797f37e98e0663315
270,	2000 B,	2076688,	Pizigani_1367_Chart_1MB (1).jpg,	4532994b7cf562b885b85ac2cc4ca79d2742451a2d14dce7af8ee099f027f6f7
271,	2000 B,	2078688,	Pizigani_1367_Chart_1MB (1).jpg,	e263f9af2922886566883e2cf3c6111af2927654798d45d7ef934f9e097f39bd
272,	2000 B,	2080688,	Pizigani_1367_Chart_1MB (1).jpg,	5c7076198c6df3ec9c25f17ce343fec8e945153cf725234990932371ca45eca9
273,	2000 B,	2082688,	Pizigani_1367_Chart_1MB (1).jpg,	7a80d42766ab2698e3aca0c7a7d0061d5a6ed4d18f068a18fdf15705d04fa778
274,	2000 B,	2084688,	Pizigani_1367_Chart_1MB (1).jpg,	2fb0cbf4f126e32341677ceb26df383c54740af04dad6f7ae2e7885cece0668e
275,	2000 B,	2086688,	Pizigani_1367_Chart_1MB (1).jpg,	031b326a17c3e03f1d39304112e9a8f9b9cbaa6bf71dec39203c7d6945aac131
276,	2000 B,	2088688,	Pizigani_1367_Chart_1MB (1).jpg,	3389f089b201c9d079f750c87d58eac8904e2eba02b32a9efe918c7578426228
277,	2000 B,	2090688,	Pizigani_1367_Chart_1MB (1).jpg,	02916b1404c6c24b02014140a2599ce6be0bb76b5f3abaa9492054b31a0a9833
278,	2000 B,	2092688,	Pizigani_1367_Chart_1MB (1).jpg,	fc3ca255fda0b5c6efd89ad5a74872fd3ffcee094eea6a1bf53be55265b03a08
279,	2000 B,	2094688,	Pizigani_1367_Chart_1MB (1).jpg,	6fd85e88ef5408dacb98c7f69ffbf48d89223d416729bb7a241396f4ff7e54bd
280,	2000 B,	2096688,	Pizigani_1367_Chart_1MB (1).jpg,	85eee62af38a7e75adf0f18d6ba92b340ea84bc6e3ab78bf69adaf0d534f4bc7
281,	2000 B,	2098688,	Pizigani_1367_Chart_1MB (1).jpg,	afea9627b3c000d5eb2fa26c7aad8870725d95f88541a0e102f803680fea2941
282,	2000 B,	2100688,	Pizigani_1367_Chart_1MB (1).jpg,	436a81c93fabe52e40b0afb4a06bea9f557ee749eff9fe17f92d8e5b0961d477
283,	2000 B,	2102688,	Pizigani_1367_Chart_1MB (1).jpg,	22c7e7bb29245c6725c06187b8519b9a3e1bddcd30684308ac88884eec92b54c
284,	2000 B,	2104688,	Pizigani_1367_Chart_1MB (1).jpg,	5b05c7d15c4ea075c281ac6a388301f410dc2d2fb2f0b327a52baea59236960f
285,	2000 B,	2106688,	Pizigani_1367_Chart_1MB (1).jpg,	ccbe30685fec0438bf4da5d2b2da31b0142dd7f1458bd5074e2231ba23a4216c
286,	2000 B,	2108688,	Pizigani_1367_Chart_1MB (1).jpg,	328d2db8a3aaa43ae9ec0f83f2a572b3f1b3f05b2cfe17346fb407a4eab8885f
287,	2000 B,	2110688,	Pizigani_1367_Chart_1MB (1).jpg,	c034b83fddd3c6e3f00524076736f24cf2005c234034548f746cc8605c9e84f2
288,	2000 B,	2112688,	Pizigani_1367_Chart_1MB (1).jpg,	a5b0d718795b357e7ef9031af0b9c5339f69429d2823a87e29d96db7d5df4606
289,	2000 B,	2114688,	Pizigani_1367_Chart_1MB (1).jpg,	fa39a64ea4842b1924c0821d96f30b87c8b427164987bf773654b06df9a3c991
290,	2000 B,	2116688,	Pizigani_1367_Chart_1MB (1).jpg,	eaa382b7d3b59a0d5c8dd415e54103e90a42b5d6e24cdcd00ea07460098fbd31
291,	2000 B,	2118688,	Pizigani_1367_Chart_1MB (1).jpg,	0edfaee8992b7144184c8e5e4f3dd98383dbb1b66e08db1c7c0b72bfcf5b516d
292,	2000 B,	2120688,	Pizigani_1367_Chart_1MB (1).jpg,	31771a6f739acf1b7a88631987b64783775ea3748ce8d87172c393f5ca814f30
293,	2000 B,	2122688,	Pizigani_1367_Chart_1MB (1).jpg,	c372e19644b68dde60907928dbdd3af43c10e1dcf69ec645a92df2a6d9bc1b08
294,	2000 B,	2124688,	Pizigani_1367_Chart_1MB (1).jpg,	4dfaed89f4965263d3238a75f8cb191124bfdda933cd890cc688626410b2f344
295,	2000 B,	2126688,	Pizigani_1367_Chart_1MB (1).jpg,	a0c02d059e54a03a548559ad65a903b2ebd5d45e06f138c3413fcfe586a0c7dc
296,	2000 B,	2128688,	Pizigani_1367_Chart_1MB (1).jpg,	9643ae3e0035f16e8164934dcd3506fe6161b2560a0b1b910d5497d226edfa21
297,	2000 B,	2130688,	Pizigani_1367_Chart_1MB (1).jpg,	456c9fca89b7da5845ed1b05c4a3c27981502dff813c0f812b5d23ed44e7a669
298,	2000 B,	2132688,	Pizigani_1367_Chart_1MB (1).jpg,	60706e3042893b10d037b254e0388aff31c8f4cd8eaf8560b89f30190b4bb0d7
299,	2000 B,	2134688,	Pizigani_1367_Chart_1MB (1).jpg,	88af64c744a4a40d6f611dc40826abd2564a3b1b82a29661e7af954b914eb6c7
300,	2000 B,	2136688,	Pizigani_1367_Chart_1MB (1).jpg,	8729728865b5b7467e7aacfa6e72b1fdf22c080ac4598e34b722c2eaa957a78f
301,	2000 B,	2138688,	Pizigani_1367_Chart_1MB (1).jpg,	8a458bc567b33e47ea5d34b9f4c3237098c479fb295137d6db3e60cbf5d425d0
302,	2000 B,	2140688,	Pizigani_1367_Chart_1MB (1).jpg,	775bb4add815d738f9e568d1d77a354bb5017c5e97645dbaadaab00e39390a02
303,	2000 B,	2142688,	Pizigani_1367_Chart_1MB (1).jpg,	87f259650258143faacc743ec8d18cb2bb4116d90c5423f2772f4c956ff234c0
304,	2000 B,	2144688,	Pizigani_1367_Chart_1MB (1).jpg,	1de04fd10d49e81aa8869edf4ce1b33a9a9ad55a1941245ad9c79abb5425a978
305,	2000 B,	2146688,	Pizigani_1367_Chart_1MB (1).jpg,	91075b478c81e2c1ecf70045d8f64d865c4f49efbac80d19056fdffdc2dd8918
306,	2000 B,	2148688,	Pizigani_1367_Chart_1MB (1).jpg,	3c9d3465300b2b156ef1fbea10cefb1a231f480d1472942183d4b53b0c66a1ea
307,	2000 B,	2150688,	Pizigani_1367_Chart_1MB (1).jpg,	4b7262bef3ed740f6b0764bb1e455e22ee8e6a038dcbef9ff638e1f5cf06367a
308,	2000 B,	2152688,	Pizigani_1367_Chart_1MB (1).jpg,	5e3ce14490c4d4f836eb7a11ea522dd12bb98432d99b76f6ee9510b11c4552a4
309,	2000 B,	2154688,	Pizigani_1367_Chart_1MB (1).jpg,	fca37c68810d743d3239974036436a81db344eea3b035b88bf0450ea1a9287a3
310,	2000 B,	2156688,	Pizigani_1367_Chart_1MB (1).jpg,	c2f11948f570a094d59c259f19500f40720fbad671a950ba5da6271e2e6f6130
311,	2000 B,	2158688,	Pizigani_1367_Chart_1MB (1).jpg,	d7587b21a9f35ac1f378d57e9eeff52566f379ce085f24f0b704815300b0bb84
312,	2000 B,	2160688,	Pizigani_1367_Chart_1MB (1).jpg,	2ced32cc91288943b17520e63d7a92b80efa5d859469e7202b1489713cd2634e
313,	2000 B,	2162688,	Pizigani_1367_Chart_1MB (1).jpg,	180844862316ba4411ccd79d9676894d42409c17f826693716f0d57edbfe4827
314,	2000 B,	2164688,	Pizigani_1367_Chart_1MB (1).jpg,	abc4019e0ca4996718a67db4aaffb18df2142620213ef2b115d6bcbfe007ec53
315,	2000 B,	2166688,	Pizigani_1367_Chart_1MB (1).jpg,	d800ded843b9029413da4cf7f16ecf7da7df0f15514167bf896ffb57bd9d9e4f
316,	2000 B,	2168688,	Pizigani_1367_Chart_1MB (1).jpg,	94435e63824a916669a0aeff1d17f4fb7d78686d99388adf1bc5a5e86c459e8b
317,	2000 B,	2170688,	Pizigani_1367_Chart_1MB (1).jpg,	01528085ce701b45add1eebb937f463210221428c0c072e8bc2a43345fe92db6
318,	2000 B,	2172688,	Pizigani_1367_Chart_1MB (1).jpg,	3870db6fd9a3ee208ee1b73747f9a99a379b9b6834ad7e122be5aa7cc686dd29
319,	2000 B,	2174688,	Pizigani_1367_Chart_1MB (1).jpg,	b49e6129d002310cf15961ba70b54906baa44fbb2085cf332fc8d370f2f3bdd6
320,	2000 B,	2176688,	Pizigani_1367_Chart_1MB (1).jpg,	5ed3a365271d4ed54ce8278daea68b91093b1048822e07ac15bc1082aef9ed82
321,	2000 B,	2178688,	Pizigani_1367_Chart_1MB (1).jpg,	a63ebba4454489e66767ef7d118bc90924cf778a826c9a30ebbfec1428fb2a50
322,	2000 B,	2180688,	Pizigani_1367_Chart_1MB (1).jpg,	a721c9fcd2c0a3f7fb92a9d5f2fb9aa9e8abe960ab703bdac7d25b026fe38ebc
323,	2000 B,	2182688,	Pizigani_1367_Chart_1MB (1).jpg,	3abe67b342f24989683083f8f49ff4bb562d4e313f707690cc11c7ad46684736
324,	2000 B,	2184688,	Pizigani_1367_Chart_1MB (1).jpg,	b507c862bd4e65607122cda3269a4147c8f899c697628d4eb1019dfe5dc9ac94
325,	2000 B,	2186688,	Pizigani_1367_Chart_1MB (1).jpg,	0924988381d91d8fc6d308079e5747c9ce0416eb0f798c55bd79601a2a61f270
326,	2000 B,	2188688,	Pizigani_1367_Chart_1MB (1).jpg,	efe31d7bd23aaabf4037f29e8725861fbacf55b96f8b98467723d4d9e9f82fe7
327,	2000 B,	2190688,	Pizigani_1367_Chart_1MB (1).jpg,	4a7303ccff570ea332717ce0b10f2b9ffbd14c90b7f80c79be6106077e17940d
328,	2000 B,	2192688,	Pizigani_1367_Chart_1MB (1).jpg,	e456f97e7a859e0b2d823da0d4224b956bf07b51f498b4941ed4c604b28c8016
329,	2000 B,	2194688,	Pizigani_1367_Chart_1MB (1).jpg,	b911de1e7307a34188510863b0fee6b30cdd74731264c6ce77d4544042f286a3
330,	2000 B,	2196688,	Pizigani_1367_Chart_1MB (1).jpg,	ae79b34cfbc1013f653804f2a5510da32f833e2bd1ad04f72f9a4db106561b26
331,	2000 B,	2198688,	Pizigani_1367_Chart_1MB (1).jpg,	e9ffcb2ea14945d3f3db7dc64eb87b96d4a44d8ca88c0550a8a7972dcdf7cdc7
332,	2000 B,	2200688,	Pizigani_1367_Chart_1MB (1).jpg,	602161521ad94a302c4908707c3cd64051fadf85d9c92921476aa4e67dee60a8
333,	2000 B,	2202688,	Pizigani_1367_Chart_1MB (1).jpg,	4deea5b86d773f9d0e6b22f0354b8a9149c7398718fc5635ce93dec3393d0bc6
334,	2000 B,	2204688,	Pizigani_1367_Chart_1MB (1).jpg,	af4023f0e701efe0f94a83e5bf2c7af51407182d14c27394e7490be3d5293b7e
335,	2000 B,	2206688,	Pizigani_1367_Chart_1MB (1).jpg,	e7ca7007ccdcbd9b024d1e3d414ee441d154c20152bf1c076bd60345ec8a0cb1
336,	2000 B,	2208688,	Pizigani_1367_Chart_1MB (1).jpg,	601f9bffcef1aad4b822bcf5ad8cef02bc3f041164da1d1f68ecb31f139fe035
337,	2000 B,	2210688,	Pizigani_1367_Chart_1MB (1).jpg,	62f84ab3dd627d89dadde50da51d5a211ef878440f4e5c3bef39f986df2836f6
338,	2000 B,	2212688,	Pizigani_1367_Chart_1MB (1).jpg,	3ad85b7b623e1dfe28a4c7159d0c095d84a1884a4052396a1c38ef911f219cdc
339,	2000 B,	2214688,	Pizigani_1367_Chart_1MB (1).jpg,	efc2678461b0490e0be9040e4651a484feb81da75e9f7f528894f54c0941ac36
340,	2000 B,	2216688,	Pizigani_1367_Chart_1MB (1).jpg,	0c382f23f35e561edfd91e609777ce0e185838816ae4f97b7924e5199d0832b5
341,	2000 B,	2218688,	Pizigani_1367_Chart_1MB (1).jpg,	e50680f75819ae08ee0dd22f8bbfb5da1c366586265b9a0d29d1a36e23896174
342,	2000 B,	2220688,	Pizigani_1367_Chart_1MB (1).jpg,	f02397991df3184e24c4137fad5a98a4c54b3f17a4e7812e52590ea63faf884f
343,	2000 B,	2222688,	Pizigani_1367_Chart_1MB (1).jpg,	4ddd2207d2b6679f438ddec68205119222b39d80c0328d9b43c8431a11ab0502
