Number,	Size,	Chunk Offset,	File,	SHA-256 Hash
344,	2000 B,	2224688,	Pizigani_1367_Chart_1MB (1).jpg,	f61689a62ad394f111a2b7e59730ae687f3747e166be7ad0eedb963666892a46
345,	2000 B,	2226688,	Pizigani_1367_Chart_1MB (1).jpg,	ce23787b7ff4930c529881d667c3964365ddd4648a31b15d2bfafed971878171
346,	2000 B,	2228688,	Pizigani_1367_Chart_1MB (1).jpg,	20e0fc4007117adb844803ac9d94b1c8f99d1a13564bcd12f0f95078965e8c9e
347,	2000 B,	2230688,	Pizigani_1367_Chart_1MB (1).jpg,	297bd94cdf6348883ccf64915910811deab7ae54e27743e4d26e90449b61303d
348,	2000 B,	2232688,	Pizigani_1367_Chart_1MB (1).jpg,	b23e5d9ae7443cfda3efcd361ac726c26118a9ca6bd1bdc2bb5c3a34ee2b47da
349,	2000 B,	2234688,	Pizigani_1367_Chart_1MB (1).jpg,	0b6ac3fa06cb62e5e4a4d471b8af5dae238eeb9d1aa19f9671f6c337934c64f6
350,	2000 B,	2236688,	Pizigani_1367_Chart_1MB (1).jpg,	66c2c01850fca2f2fe928e3d86c5ef29c82e29f940ba801cab5578407039357d
351,	2000 B,	2238688,	Pizigani_1367_Chart_1MB (1).jpg,	bdbb8121440e51f601d17779938b65a64790b96dd74cf0aaa7361ba7c90f90f7
352,	2000 B,	2240688,	Pizigani_1367_Chart_1MB (1).jpg,	6a57962bfeeb111a3954f1adab26ec22fc1886d803706c6ac1c43dcb12f72000
353,	2000 B,	2242688,	Pizigani_1367_Chart_1MB (1).jpg,	13cd2bcb0f541f955b723a642de4c501b06e5d7d9b4dc8e20bf0bc9b1d748797
354,	2000 B,	2244688,	Pizigani_1367_Chart_1MB (1).jpg,	9815019d55492d6a7df242e6423cd3f862d5d1f9399c149481fbdf4180b5d8e6
355,	2000 B,	2246688,	Pizigani_1367_Chart_1MB (1).jpg,	eae9bb923607af1b58dc2c43015d6f9605a24b613cf49029b2749fda66a946d6
356,	2000 B,	2248688,	Pizigani_1367_Chart_1MB (1).jpg,	d273d0c40bed40fc23d1d64ad0d15e96b4a852599ec28cb41ae1a7331d2fefd1
357,	2000 B,	2250688,	Pizigani_1367_Chart_1MB (1).jpg,	d83ef53a1b7181b6c7f2996b08252c77d935277683d3e26b1a03850b4cb8563a
358,	2000 B,	2252688,	Pizigani_1367_Chart_1MB (1).jpg,	fb81df8918f1925861a0a3c92c1896ecae3a5b96dd713780510d1da3804daf6e
359,	2000 B,	2254688,	Pizigani_1367_Chart_1MB (1).jpg,	4a158cba3bc2f8e8915d544eead736a0b6fa60508cd0fcd1b2b8bdb2f0edc0ba
360,	2000 B,	2256688,	Pizigani_1367_Chart_1MB (1).jpg,	27a2ece55f54d384a7d4baa1ab58766d24f1999a3b67c8a097f2ce2c33342bae
361,	2000 B,	2258688,	Pizigani_1367_Chart_1MB (1).jpg,	de0ae0d25d4443a0c9a717503a4cca480658a7309d92742113da222e983d2df3
362,	2000 B,	2260688,	Pizigani_1367_Chart_1MB (1).jpg,	46f81f95e4d9a1e73aa0ec416b20b53df90e02383b3c14342e4397aa4a953680
363,	2000 B,	2262688,	Pizigani_1367_Chart_1MB (1).jpg,	aff7fc4a282cd4cd92be3be9313b0983057dd3a561ec9548e5de98876cf52c2a
364,	2000 B,	2264688,	Pizigani_1367_Chart_1MB (1).jpg,	9005866413a9133e5fcbdb35c4d881062dcfe9393fa934abb1e1cfd0ccb1c80b
365,	2000 B,	2266688,	Pizigani_1367_Chart_1MB (1).jpg,	cf27082333b9d8c7e1edcf6922bc603a393f19ccf7b49d42e975312e9a0141fb
366,	2000 B,	2268688,	Pizigani_1367_Chart_1MB (1).jpg,	42cc053e8ad1ed3834868d3208bbbca3a1639032740b1c588eb8f4a0a5c87c51
367,	2000 B,	2270688,	Pizigani_1367_Chart_1MB (1).jpg,	da56049a8aa0bb0aa968e177186c50fdffc2ebc5265db466f1fb72b757997344
368,	2000 B,	2272688,	Pizigani_1367_Chart_1MB (1).jpg,	06ce3a0978c210eb1d260d02c56a4d1d8fe3a601a52e424a7ee8262c83b3dd76
369,	2000 B,	2274688,	Pizigani_1367_Chart_1MB (1).jpg,	6ec7e22022c004819842aa6f2c68ce4cea2a24b3951b7b26769043020dfa47b5
370,	2000 B,	2276688,	Pizigani_1367_Chart_1MB (1).jpg,	9def17734f2d94ca88e73e71691a41c0d5618bf2c200ec7e7919c052a97302d0
371,	2000 B,	2278688,	Pizigani_1367_Chart_1MB (1).jpg,	889e23bf8215917f077ea4f106ed7ed0f3ee8f6998cc3a08046b5614fe43e52b
372,	2000 B,	2280688,	Pizigani_1367_Chart_1MB (1).jpg,	062c00ca656e7e8bb4e8a4521b3be6a73ed813e8ef1b70a2f01fcfba01d170ef
373,	2000 B,	2282688,	Pizigani_1367_Chart_1MB (1).jpg,	d96243a2331ba8dcc8cd1c4f521fc5dbc142f799eb9a11b862a50fd407a6d463
374,	2000 B,	2284688,	Pizigani_1367_Chart_1MB (1).jpg,	33a3e5a8d852fd5b4c95e0fe8745cbd0f1069aa8bbf6e2bb1890254371040f6b
375,	2000 B,	2286688,	Pizigani_1367_Chart_1MB (1).jpg,	0ba70da33c009a7811e4fdf77c55cf079892fdd7175c4a7410f63849bb96a38f
376,	2000 B,	2288688,	Pizigani_1367_Chart_1MB (1).jpg,	cd50e7adf5033bd1bf01aa2d71d24bf535ddc1cfb8a90d5fe3a1a0133e27fa06
377,	2000 B,	2290688,	Pizigani_1367_Chart_1MB (1).jpg,	b38353c8e4d2bac7634c224f895f419cab77ab603c98757116ce3c3144d11274
378,	2000 B,	2292688,	Pizigani_1367_Chart_1MB (1).jpg,	4a4ad64b5fa3c87bd3ab02efdcc6f511404832b6ef5353c2aaebd8c37418a4b0
379,	2000 B,	2294688,	Pizigani_1367_Chart_1MB (1).jpg,	e615d35501ef56aab394def635e32c3c97eed4937bd63ddfc1bb8ab8ce42643e
380,	2000 B,	2296688,	Pizigani_1367_Chart_1MB (1).jpg,	0a0dcd46ae52eb15b64a250ebfb12dab662159e67a4688808a769b973868153c
381,	2000 B,	2298688,	Pizigani_1367_Chart_1MB (1).jpg,	4d3859ee6a261efe892e33e4ab8d8fa30a408dddc3e597a9cce2a4cfed12db18
382,	2000 B,	2300688,	Pizigani_1367_Chart_1MB (1).jpg,	41315b2322bcf852447fd89804ba0a0fac724db4d6c6c916337248c879628dc8
383,	2000 B,	2302688,	Pizigani_1367_Chart_1MB (1).jpg,	dd2fe0a686056170de975630b57af9ef578ad271a85f8d67ee93a19905b0d2af
384,	2000 B,	2304688,	Pizigani_1367_Chart_1MB (1).jpg,	e22ee0ef09a880baecc2c4a12e3e618bb35e92a0481ba2409fb43ae77d970947
385,	2000 B,	2306688,	Pizigani_1367_Chart_1MB (1).jpg,	70f6f750b2a39df28d3e23614a4b4178ed609972025a0a9f3f271d91704cdbb0
386,	2000 B,	2308688,	Pizigani_1367_Chart_1MB (1).jpg,	0520c4899fc187398c6122991d55d806ec18f7725e71dd006772b04267ee646f
387,	2000 B,	2310688,	Pizigani_1367_Chart_1MB (1).jpg,	b64ed9ea2fd31ea8b227cec948a6a1c91eabc966919683822748273449c12f6e
388,	2000 B,	2312688,	Pizigani_1367_Chart_1MB (1).jpg,	47ba3dcdebf338650d6e511c3653c54d95ff0388b0738abcb0292d34d90b1f06
389,	2000 B,	2314688,	Pizigani_1367_Chart_1MB (1).jpg,	1dc24e9bff30e22af5170c7d8a4d64d7ee7aa78b9fcab10cad8b37d8f98c5758
390,	2000 B,	2316688,	Pizigani_1367_Chart_1MB (1).jpg,	e60b375d0e377da34dfd78e6225e9f2422cf9822d435954716badfb043dd5a8b
391,	2000 B,	2318688,	Pizigani_1367_Chart_1MB (1).jpg,	7e95850815a506f0a8a8ddc7592151ca2d3387b63de3eb753421e32b2dee897a
392,	2000 B,	2320688,	Pizigani_1367_Chart_1MB (1).jpg,	15ec7ec8860f0446e3a7e22198bd0b55d590453bf40cb0994fc418bda400d060
393,	2000 B,	2322688,	Pizigani_1367_Chart_1MB (1).jpg,	406935ad92092c41b4ffa2cb4687cfea14969457eb89bb0a955e8b0c9c96824e
394,	2000 B,	2324688,	Pizigani_1367_Chart_1MB (1).jpg,	e4c5b8f878de182b4837665533bd327c392a0c5b618a7e82d6782f7f7d41b3c8
395,	2000 B,	2326688,	Pizigani_1367_Chart_1MB (1).jpg,	fe186f3def6ab9bfe8a9277f3324b84cabc919e2b479828e516ca7c5890c75ba
396,	2000 B,	2328688,	Pizigani_1367_Chart_1MB (1).jpg,	cc844d21b8c9d69e6ae1dab57c8535ca2833bed7101a88e3a9fca3a041eaebfc
397,	2000 B,	2330688,	Pizigani_1367_Chart_1MB (1).jpg,	0a1f00146b4449bfe159e8545fa0b6cec9217e8bb7258dc55cf994ca3e84198b
398,	2000 B,	2332688,	Pizigani_1367_Chart_1MB (1).jpg,	9da8d99aa5bddb886d11662671d038f8f8200502f5e64704e065fcc7d3505a12
399,	2000 B,	2334688,	Pizigani_1367_Chart_1MB (1).jpg,	64e822e4533707d29128ba3cd0b57ec889cf2ab5e8c5e56836fa32d77efde05d
400,	2000 B,	2336688,	Pizigani_1367_Chart_1MB (1).jpg,	11b871423919f15f35f42ceaa6757eb8fd577fff708519a158c059c470ea4910
401,	2000 B,	2338688,	Pizigani_1367_Chart_1MB (1).jpg,	274777dca6a3ffb86dbac631f3ade567d5ab6cbd92ba80bed35e4862be6d6067
402,	2000 B,	2340688,	Pizigani_1367_Chart_1MB (1).jpg,	b7a02b258dd4fdc6b312e895026d3a15651dc3e1910e903825894fdfe588eba7
403,	2000 B,	2342688,	Pizigani_1367_Chart_1MB (1).jpg,	f5d629bacdd4126be2803ab0d3aaac165c0e5bf3bd55114eacb5870c76f10472
404,	2000 B,	2344688,	Pizigani_1367_Chart_1MB (1).jpg,	975f0bd95484eeca4e0d796718b27a5ffb5fb089989ea18874eafd699530cd0a
405,	2000 B,	2346688,	Pizigani_1367_Chart_1MB (1).jpg,	c2e0e27da3509a4931e39c7d4a73a97e7aa115a7a5a103f30422d5cb8cca1e34
406,	2000 B,	2348688,	Pizigani_1367_Chart_1MB (1).jpg,	a7f7a067ef512486f2c8468c800d990f0dc4c8255693fc5db30ff4ff372cd659
407,	2000 B,	2350688,	Pizigani_1367_Chart_1MB (1).jpg,	788a9cf9b3b58472ac21691d28460e6a19ca14070821fb6f22b275f029d04901
408,	2000 B,	2352688,	Pizigani_1367_Chart_1MB (1).jpg,	a64ba5f69ef1f88fea0653ce66043ce5681f8eee71e88209a1070f99402e906d
409,	2000 B,	2354688,	Pizigani_1367_Chart_1MB (1).jpg,	222b128a6853d7bad1c8e1367d4db748dc59d92cb261bc7dc46a1eb43a0bbea0
410,	2000 B,	2356688,	Pizigani_1367_Chart_1MB (1).jpg,	41708cf3c6ff1bc3de1b69388c25f2e48475ba0e1e3d91429cc0882bb153131b
411,	2000 B,	2358688,	Pizigani_1367_Chart_1MB (1).jpg,	6eae16d363dc767c4931c3094967574e2dc2de66493bd311be04d6a8e6ee4d27
412,	2000 B,	2360688,	Pizigani_1367_Chart_1MB (1).jpg,	c485b67e9fc24923f5d40047b2f7ef09d05d4839a4b0a5b7ca22888fd9e74872
413,	2000 B,	2362688,	Pizigani_1367_Chart_1MB (1).jpg,	4bb42685cd934c4793a618a980dde13a0cc72216b99b9d378c4cf8f307faf46b
414,	2000 B,	2364688,	Pizigani_1367_Chart_1MB (1).jpg,	71bc20d795db77898d3d40d796fdaf73c5f31772d4bfc4ac4274264a461d1cae
415,	2000 B,	2366688,	Pizigani_1367_Chart_1MB (1).jpg,	d6f5d1daac733afeb84da6b2726c24a0ef23b71c2252910586402e18e8e4a6d7
416,	2000 B,	2368688,	Pizigani_1367_Chart_1MB (1).jpg,	51886ce486a126432feace3b1b977e6042b26fd0212626c0f949ffa3eda3268d
417,	2000 B,	2370688,	Pizigani_1367_Chart_1MB (1).jpg,	2338d1545e7d44300187a20e998a93c51c6b1a14fb6a7f27cebdd2297dd56459
418,	2000 B,	2372688,	Pizigani_1367_Chart_1MB (1).jpg,	0941a0da6490079ab7ad349d34a89760948164a7b2fb00e2f4877fcc6c8600ac
419,	2000 B,	2374688,	Pizigani_1367_Chart_1MB (1).jpg,	63e89e55071ab3a9dc394124166db1b050e1e1d60e4ad46709051c948c7d651c
420,	2000 B,	2376688,	Pizigani_1367_Chart_1MB (1).jpg,	1cb74385284825cebdeb63219fea3037c45aa21e24b22fda21c5f0ff4ac05ac1
421,	2000 B,	2378688,	Pizigani_1367_Chart_1MB (1).jpg,	be3b800e2306604e00e8c362421c43fa4f5ad69196cd207f24b56b2d844aed7d
422,	2000 B,	2380688,	Pizigani_1367_Chart_1MB (1).jpg,	3867adf5ea21d515d7cd8e6d46daba49b011430adfb46ea31d53aba8e0a7a7e1
423,	2000 B,	2382688,	Pizigani_1367_Chart_1MB (1).jpg,	9e14e3a3370a66ae73fcd786072134e05ba1e05f6c6d48d09d5bf67e4b4959f0
424,	2000 B,	2384688,	Pizigani_1367_Chart_1MB (1).jpg,	0601645328ab2718bd3be1e5374f3ba34526f4a37b0fb7c9629e5dbfa1eaab0b
425,	2000 B,	2386688,	Pizigani_1367_Chart_1MB (1).jpg,	101b603a56f509cbc1343984488acd8adba0dd512cec87721e61041319672146
426,	2000 B,	2388688,	Pizigani_1367_Chart_1MB (1).jpg,	31dd1d20c82bd3e63c676e2a84e5898832370a173f689653f0debabe7538d7e5
427,	2000 B,	2390688,	Pizigani_1367_Chart_1MB (1).jpg,	6dea9b6153431891c381671497959ec71946248ff52646f31d57eaae0505b6eb
428,	2000 B,	2392688,	Pizigani_1367_Chart_1MB (1).jpg,	6c11038769aa609fe94c45ec126449cd9f1485507dbd0a2c146d08c2154af025
429,	2000 B,	2394688,	Pizigani_1367_Chart_1MB (1).jpg,	75d83bb6c372afc30e1e931eb4b1a455ba56d7170b0e788324325c6f16354a3e
430,	2000 B,	2396688,	Pizigani_1367_Chart_1MB (1).jpg,	fde3ddc1db1c80289e2754e4938d7f789f8095b696aaba4b27eb4755d047f26c
431,	2000 B,	2398688,	Pizigani_1367_Chart_1MB (1).jpg,	2199fbc74759442abbcae055495e7f9793cc9bd3316e54a10872a2a0ae3ecd79
432,	2000 B,	2400688,	Pizigani_1367_Chart_1MB (1).jpg,	b0ce04105fad4adac5546bd21165934ef8684a55e6b97c18170f6cdd77476c5e
433,	2000 B,	2402688,	Pizigani_1367_Chart_1MB (1).jpg,	33dfc7945f81469b3196d6a8a02a21a40845752cddffaddb937960d7eee7c059
434,	2000 B,	2404688,	Pizigani_1367_Chart_1MB (1).jpg,	e5905bd074cd3dc6dc37604acc411fe17ae9777e8b4bd9da7b11e04af8ac4c45
435,	2000 B,	2406688,	Pizigani_1367_Chart_1MB (1).jpg,	cbaa6e9ecf696581ae8936f2659bf086cf61b4a068397b6c70a258d04a5a3d96
436,	2000 B,	2408688,	Pizigani_1367_Chart_1MB (1).jpg,	47ba6c9774c0d92a7aa9e26e027df64b05ce51757218c94a60eeafe7d4e4a19a
437,	2000 B,	2410688,	Pizigani_1367_Chart_1MB (1).jpg,	77cbcf38f99da795f332d51e5cc6012480361aea59e16f871c22dabb41357a86
438,	2000 B,	2412688,	Pizigani_1367_Chart_1MB (1).jpg,	deb062f9cf963abc54a863fcef5f9f9068e461f65fa5927fe979a868857ef78d
439,	2000 B,	2414688,	Pizigani_1367_Chart_1MB (1).jpg,	8e22dce026a52bb20f27ede989d9db5680a6380f3486047edf74643140289821
440,	2000 B,	2416688,	Pizigani_1367_Chart_1MB (1).jpg,	4aee30b9d6d3a353fcbbf6121a2ecf03a6408176787b9463b12611febec31505
441,	2000 B,	2418688,	Pizigani_1367_Chart_1MB (1).jpg,	1980a42dbef54e14c61d7245a8db41bf546c93fa99f5d369673bd80a559d458d
442,	2000 B,	2420688,	Pizigani_1367_Chart_1MB (1).jpg,	1bfd76ccaf3a67643b4f7264a2171f185e8fe6a3c1def9901af498018a1b96cc
443,	2000 B,	2422688,	Pizigani_1367_Chart_1MB (1).jpg,	54da95f6859792b5a2a0063e263b702e13f9d5bcd058e9a0c4a078d351bdb4cc
444,	2000 B,	2424688,	Pizigani_1367_Chart_1MB (1).jpg,	cfb5a87ceda9c640c664eba75cef5face269109fa9e63812c9bd862957f8b725
445,	2000 B,	2426688,	Pizigani_1367_Chart_1MB (1).jpg,	853e9daa70dcf0d75473343edfaa9413ee3ead351778eb6ec032505e4b5460cc
446,	2000 B,	2428688,	Pizigani_1367_Chart_1MB (1).jpg,	5053b35ab7ce1eef81195e8bc6c1e0279e44b97404d11e4630a7ef99a4bb45c1
447,	2000 B,	2430688,	Pizigani_1367_Chart_1MB (1).jpg,	b1f0384d0ca1ed5c55b37a3757de97204912c49382508470378e9d052a493c8d
448,	2000 B,	2432688,	Pizigani_1367_Chart_1MB (1).jpg,	e45a7628c7009f87f84d77cb8e44940f64ba2b27498b0aed0767bb1ef16095d3
449,	2000 B,	2434688,	Pizigani_1367_Chart_1MB (1).jpg,	4efb5a36b6b31b9d4a2f4e9dfec65a142e914d22e6b11585387c82f1e1e31d24
450,	2000 B,	2436688,	Pizigani_1367_Chart_1MB (1).jpg,	3e2a8bec182fab803f6023aa1e30a12303ae6e15f2268ed9a97f2f9e5b6a2d4c
451,	2000 B,	2438688,	Pizigani_1367_Chart_1MB (1).jpg,	a64a6c3dceb83a18b08e5a4502b8860648847f9de7e28b9378402d87193f3cf8
452,	2000 B,	2440688,	Pizigani_1367_Chart_1MB (1).jpg,	d7b6176fd4a02b2045381ded7f757327390295f2c53fd94c99e9678b87dc821a
453,	2000 B,	2442688,	Pizigani_1367_Chart_1MB (1).jpg,	525139722dde2531215fd3f1011a6cab489097570d693efcd674b94035461dd4
454,	2000 B,	2444688,	Pizigani_1367_Chart_1MB (1).jpg,	04f5d49c925dc2f799762972a0c725bd2f7865183cdb301eaa12dd807b2fa204
455,	2000 B,	2446688,	Pizigani_1367_Chart_1MB (1).jpg,	cf1bfe82f44107c685f636420a7714db81058899f2f804e2de981dcc00510116
456,	2000 B,	2448688,	Pizigani_1367_Chart_1MB (1).jpg,	a022aec78f7e15596f32b48358860aa710c9a82d809348640d87367aca8515a2
457,	2000 B,	2450688,	Pizigani_1367_Chart_1MB (1).jpg,	64b10e946347ccc7fa2b2e5bd5cd5218f9f31e9346a494fdaa0a0fde5a72ed44
458,	2000 B,	2452688,	Pizigani_1367_Chart_1MB (1).jpg,	1a1c5150ea7de71dbe21b29edb4dd2d1744c1133fea20f50549f1f1bc800bd27
459,	2000 B,	2454688,	Pizigani_1367_Chart_1MB (1).jpg,	86c5741b9375389ed98108d5bd5bb429abb58c650679707aefd1c6f2a83f7603
460,	2000 B,	2456688,	Pizigani_1367_Chart_1MB (1).jpg,	7a49dccf13897356a22cc8a02fa4721b12503e85a721150c03df0cb9fd72fcbd
461,	2000 B,	2458688,	Pizigani_1367_Chart_1MB (1).jpg,	6c2dadd7a2690adda0d7af16f9c1c48489ab3637657c3defd9bece6157fd6932
462,	2000 B,	2460688,	Pizigani_1367_Chart_1MB (1).jpg,	582874e0a038d8f5fe7efe6857848882ee1dde8f7141ed36efa9a98758b2caf0
463,	2000 B,	2462688,	Pizigani_1367_Chart_1MB (1).jpg,	148ffed8c40f47702ba8ba6fcdb5a0bc0d1414510816ad804b91be4692d2ac6b
464,	2000 B,	2464688,	Pizigani_1367_Chart_1MB (1).jpg,	9b682a6660f6fb956050bafc54321fc12e3342b0a164cbe90fa084b81d1ca06e
465,	2000 B,	2466688,	Pizigani_1367_Chart_1MB (1).jpg,	6d5fd8ca3c0a4d2f2f1b13241878e2f929d53d81bca1b17a987c60159dd1aec4
466,	2000 B,	2468688,	Pizigani_1367_Chart_1MB (1).jpg,	cd6ff99feccbc56f026eb4927e7419a1087b4155d6f9dab0db4570774e58d7be
467,	2000 B,	2470688,	Pizigani_1367_Chart_1MB (1).jpg,	c21a339905e2e7f854ad6ddbba2dd4860251f4623102edfdd235e53408a8baed
468,	2000 B,	2472688,	Pizigani_1367_Chart_1MB (1).jpg,	56c568978653a7270d988d783748384334c10256ba58dc6e111ebb762786dc72
469,	2000 B,	2474688,	Pizigani_1367_Chart_1MB (1).jpg,	9427c380a8035d093f2f66762e7b7be0ce10aa216364ed0265181da26238308d
470,	2000 B,	2476688,	Pizigani_1367_Chart_1MB (1).jpg,	a2a7b2fb4ac6ef01e0324d1e3cd5130ade423d9eece6b5638cd6c997767741b8
471,	2000 B,	2478688,	Pizigani_1367_Chart_1MB (1).jpg,	b26871645a192ee89f043b05cfafe840d0c1e55dd7d105992c26ec65106680f1
472,	2000 B,	2480688,	Pizigani_1367_Chart_1MB (1).jpg,	ad7a30dd3e45efb1454a10de167b992860c37890dede937aeaa6b953606355bf
473,	2000 B,	2482688,	Pizigani_1367_Chart_1MB (1).jpg,	83711d397d15121501fd440e728e01faabbc8f790cbc9a4f23f0e27effc5d176
474,	2000 B,	2484688,	Pizigani_1367_Chart_1MB (1).jpg,	ee7bba5e4c59a3d41eeae74a6e63ab9d75c8fb782500eb559167a131c69f20fe
475,	2000 B,	2486688,	Pizigani_1367_Chart_1MB (1).jpg,	5f7391e6b8ca94e9fdd9795b01878768a6a027701422ae7630e0c2b86029bd4c
476,	2000 B,	2488688,	Pizigani_1367_Chart_1MB (1).jpg,	03f3886299d0826bebf03100d28c6d1c7c95545baeca4b8a8c733cd289bdaa01
477,	2000 B,	2490688,	Pizigani_1367_Chart_1MB (1).jpg,	f31a487fc40bfdc88dc0da41241bc5a120102cee2acd84c6e5079a82afc31b6c
478,	2000 B,	2492688,	Pizigani_1367_Chart_1MB (1).jpg,	d20acb0ea1a5f918a8b7f8c67b001f2b7f925cf813d2bdd24559eb61591df07a
479,	2000 B,	2494688,	Pizigani_1367_Chart_1MB (1).jpg,	91b45f7cee500e9a3669c66d84edafb0557feb0d5ef69173024abb9181742950
480,	2000 B,	2496688,	Pizigani_1367_Chart_1MB (1).jpg,	062a44d4af351ad3ee17e3ba706b085cc476f576a38b1ef0583051004f8d994f
481,	2000 B,	2498688,	Pizigani_1367_Chart_1MB (1).jpg,	763bf512b66e25ce26d1f433c3189fb8c99f25d3f93e4e8747aabe9192d21a23
482,	2000 B,	2500688,	Pizigani_1367_Chart_1MB (1).jpg,	3f251390612cf124d6c0fa3e4dfaf5a42e627ba1f8e40b1ace17e6f204defc15
483,	2000 B,	2502688,	Pizigani_1367_Chart_1MB (1).jpg,	31dda27e28532a234a3e4543d9d5b5ea9c22c198fe1f6ac3b6b65f25f9bef3d5
484,	2000 B,	2504688,	Pizigani_1367_Chart_1MB (1).jpg,	d2534463773cedbd6583aadaee2755178e57821c09a9a3ea347637561dec415f
485,	2000 B,	2506688,	Pizigani_1367_Chart_1MB (1).jpg,	e928c75119e6b8da3e19ffcdc7c1e67603894e534d1e442a8b92dda3919115e5
486,	2000 B,	2508688,	Pizigani_1367_Chart_1MB (1).jpg,	76c38bb24f86e2463dc06acacc2a1345c8a79758c2d64a39cb19b2479981d44f
487,	2000 B,	2510688,	Pizigani_1367_Chart_1MB (1).jpg,	7dd28138a9fa68be9889be10f8a04b24afea37611b294a23560ef0e27bcdd54a
488,	2000 B,	2512688,	Pizigani_1367_Chart_1MB (1).jpg,	48b7baacf9060e970032c9d52f010659708525a1604969eb98f62823f810778d
489,	2000 B,	2514688,	Pizigani_1367_Chart_1MB (1).jpg,	4a937ef41f8d441b21cb5ba009ae672b8fd95667e32a7bc19383a7bae6d22731
490,	2000 B,	2516688,	Pizigani_1367_Chart_1MB (1).jpg,	63828b1b12e2796f00ea5c85b91cf66d1367265f51cd56f5f6a26ecf901052ad
491,	2000 B,	2518688,	Pizigani_1367_Chart_1MB (1).jpg,	5d7b4d1652c51aa21492dfda1bff8edd241912a404a9813fff3bdacad69b97f1
492,	2000 B,	2520688,	Pizigani_1367_Chart_1MB (1).jpg,	94140719ca27a9013099418f60b669d654dba9d7f699a1864670233f4b9b6a51
493,	2000 B,	2522688,	Pizigani_1367_Chart_1MB (1).jpg,	4c2f617b61c987dfb99be64b29ba108ce170dac823fa8ee362ffdd95668b5b4c
494,	2000 B,	2524688,	Pizigani_1367_Chart_1MB (1).jpg,	c80267abe952bcbdf98fae5626dbea16d3629228e7d790e7d74b706a424ee88f
495,	2000 B,	2526688,	Pizigani_1367_Chart_1MB (1).jpg,	26068d71f66b483d7106487ebe23d1403a0313d6f56562dd2672c97de25ada9f
496,	2000 B,	2528688,	Pizigani_1367_Chart_1MB (1).jpg,	2fa5c41f6f5629f47641fd8c9d93e1ae3886f73dd15eaee5531c93b13f9fb446
497,	2000 B,	2530688,	Pizigani_1367_Chart_1MB (1).jpg,	95fa1ad40a82c07a39527fc2e33817d6e3ee02b6245379e8507b1279f7454aa4
498,	2000 B,	2532688,	Pizigani_1367_Chart_1MB (1).jpg,	c0c5eec1a94303cd2c0c6e06a6902ba518e5d8922bf230f91a29a14ab34226e2
499,	2000 B,	2534688,	Pizigani_1367_Chart_1MB (1).jpg,	024d0e69a04c6d95d0b7806be61a38fb4f7617b5ce6ea7925ca3ffd306949a10
500,	2000 B,	2536688,	Pizigani_1367_Chart_1MB (1).jpg,	330e3cf4940056e64d5e067aa73e560d7b1e2f2268676c095615b78189cc4e48
501,	2000 B,	2538688,	Pizigani_1367_Chart_1MB (1).jpg,	72feaad02aea1b0cbeb32d4880500da50c998b31014aa6b245ef355c16559538
502,	2000 B,	2540688,	Pizigani_1367_Chart_1MB (1).jpg,	1952c3c29f79014495ac740a05abe536220533f558e0dfb00342b32fc96e468e
503,	2000 B,	2542688,	Pizigani_1367_Chart_1MB (1).jpg,	ed0a2481a479ef77fb5bfeee61b6c05c999be1bd75e828c399133471072c1e6d
504,	2000 B,	2544688,	Pizigani_1367_Chart_1MB (1).jpg,	8212d3c9fa42ed1a7ebb3391df53049403b70a51ca3fdcdae86811adc5faa0e0
505,	2000 B,	2546688,	Pizigani_1367_Chart_1MB (1).jpg,	4dee2e578fe1280fcf2fa9a72ee7d43e91b4eeeb08fe3159876c1fd8d2b1ec91
506,	2000 B,	2548688,	Pizigani_1367_Chart_1MB (1).jpg,	58ea5c50d6ac3c98fe41b05381696f52e10dec8817d11dd647628eb392b60d02
507,	2000 B,	2550688,	Pizigani_1367_Chart_1MB (1).jpg,	851e049df8120069d11793df89de9bc07474bdff92170cb91c32019e6ef9ecbc
508,	2000 B,	2552688,	Pizigani_1367_Chart_1MB (1).jpg,	5235c8850e70b77f690ee29141679f9de3b90a3d15725409db6c4f457fb5dbf1
509,	2000 B,	2554688,	Pizigani_1367_Chart_1MB (1).jpg,	c0861c73a237e5379e410946086974689b5cae55873a6b8279289f63cba83210
510,	2000 B,	2556688,	Pizigani_1367_Chart_1MB (1).jpg,	95e9f32eb889753c2ceccee502cd2d1bd25710eef47ea52e7db10a546062cf69
511,	2000 B,	2558688,	Pizigani_1367_Chart_1MB (1).jpg,	3a8f9f82c7252087dfa3f8cad54e82fb8d48638701e65e9999eacdbea59cad10
512,	2000 B,	2560688,	Pizigani_1367_Chart_1MB (1).jpg,	b9abbfec318da6b24f10ee00ab8aa3b5d04867f00eceb8aae8b27a1b6bd01fb2
513,	2000 B,	2562688,	Pizigani_1367_Chart_1MB (1).jpg,	77abd1d6b5947352fe756026bd4a77808b64ee20796a26cd06f2876308ea5a3f
514,	2000 B,	2564688,	Pizigani_1367_Chart_1MB (1).jpg,	4529ba1bb528fd4d65ce296db68073380d50440abf27ac64e5cc788395977c4a
515,	2000 B,	2566688,	Pizigani_1367_Chart_1MB (1).jpg,	a1464d1bec0b41c616935b5a46b26eab83927eccebef12eb3a731474e59aab22
